,collection_date,first_public,time_diff_days,country
SRR6669951,2012-04-10,2018-06-06,2248,United Kingdom
SRR6669953,2012-04-30,2018-06-06,2228,United Kingdom
SRR6669954,2012-05-02,2018-06-06,2226,United Kingdom
SRR7293293,2017-03-28,2019-06-02,796,
SRR7293294,2017-03-28,2019-06-02,796,
SRR7704189,2018-01-01,2018-08-18,229,China
SRR7704194,2018-01-01,2018-08-18,229,China
SRR7704195,2018-01-01,2018-08-18,229,China
SRR7704196,2018-01-01,2018-08-18,229,China
SRR7704197,2018-01-01,2018-08-18,229,China
SRR24334346,2021-06-03,2023-05-05,701,
SRR24334355,2021-04-01,2023-05-05,764,
SRR8068575,2017-10-17,2019-11-01,745,
SRR8068576,2017-10-17,2019-11-01,745,
SRR8353456,2011-06-07,2018-12-20,2753,Austria
SRR8729338,2016-12-07,2020-04-14,1224,
SRR8729339,2016-12-07,2020-04-14,1224,
SRR8729341,2016-12-07,2020-04-14,1224,
SRR9117951,2018-10-25,2019-05-25,212,China
SRR11235431,2014-07-02,2020-06-18,2178,Canada
SRR1184259,2013-11-01,2014-03-13,132,
SRR1184272,2013-11-01,2014-03-13,132,
SRR1184273,2013-11-01,2014-03-13,132,
SRR1184276,2013-11-01,2014-03-13,132,
SRR1184277,2013-11-01,2014-03-13,132,
SRR1184278,2013-11-01,2014-03-13,132,
SRR1184281,2013-11-01,2014-03-13,132,
SRR1184283,2013-11-01,2014-03-13,132,
SRR1184284,2013-11-01,2014-03-13,132,
SRR1184286,2013-11-01,2014-03-13,132,
SRR1184403,2013-11-01,2014-03-13,132,
SRR1184405,2013-11-01,2014-03-13,132,
SRR1184407,2013-11-01,2014-03-13,132,
SRR1184409,2013-11-01,2014-03-13,132,
SRR1186228,2013-11-01,2014-03-14,133,
SRR11962748,2011-11-01,2020-06-10,3144,Switzerland
SRR11962749,2011-11-01,2020-06-10,3144,Switzerland
SRR11962752,2005-06-02,2020-06-10,5487,Switzerland
SRR11962753,2005-06-02,2020-06-10,5487,Switzerland
SRR11962757,2013-04-20,2020-06-10,2608,Switzerland
SRR11996622,1994-12-05,2020-06-12,9321,Switzerland
SRR11996627,1994-12-05,2020-06-12,9321,Switzerland
SRR1237039,2013-11-01,2014-04-28,178,
SRR1237053,2013-11-01,2014-04-28,178,
SRR1237061,2013-11-01,2014-04-28,178,
SRR1237062,2013-11-01,2014-04-28,178,
SRR1237071,2013-11-01,2014-04-28,178,
SRR1237072,2013-11-01,2014-04-28,178,
SRR1237080,2013-11-01,2014-04-28,178,
SRR1237081,2013-11-01,2014-04-28,178,
SRR1237084,2013-11-01,2014-04-28,178,
SRR1237091,2013-11-01,2014-04-28,178,
SRR1237094,2013-11-01,2014-04-28,178,
SRR1237095,2013-11-01,2014-04-28,178,
SRR1237096,2013-11-01,2014-04-28,178,
SRR1237097,2013-11-01,2014-04-28,178,
SRR1237100,2013-11-01,2014-04-28,178,
SRR1237103,2013-11-01,2014-04-28,178,
SRR1237104,2013-11-01,2014-04-28,178,
SRR1237106,2013-11-01,2014-04-28,178,
SRR1237109,2013-11-01,2014-04-28,178,
SRR1237113,2013-11-01,2014-04-28,178,
SRR1237114,2013-11-01,2014-04-28,178,
SRR1237116,2013-11-01,2014-04-28,178,
SRR1237119,2013-11-01,2014-04-28,178,
SRR1237147,2013-11-01,2014-04-28,178,
SRR1237164,2013-11-01,2014-04-28,178,
SRR1237188,2013-11-01,2014-04-28,178,
SRR1237208,2013-11-01,2014-04-28,178,
SRR1237211,2013-11-01,2014-04-28,178,
SRR1237212,2013-11-01,2014-04-28,178,
SRR1237284,2013-11-01,2014-04-28,178,
SRR1237308,2013-11-01,2014-04-28,178,
SRR1237325,2013-11-01,2014-04-28,178,
SRR1237709,2013-11-01,2014-04-29,179,
SRR1237711,2013-11-01,2014-04-29,179,
SRR1237719,2013-11-01,2014-04-29,179,
SRR1237748,2013-11-01,2014-04-29,179,
SRR1237754,2013-11-01,2014-04-29,179,
SRR12432797,2019-05-13,2022-12-07,1304,China
SRR12432798,2019-05-13,2022-12-07,1304,China
SRR12450961,2019-05-13,2021-01-04,602,China
SRR12486974,2016-01-01,2020-08-22,1695,USA
SRR12517360,2015-01-01,2020-08-27,2065,Switzerland
SRR12517361,2015-01-01,2020-08-27,2065,Switzerland
SRR12615717,2019-10-10,2020-09-19,345,
SRR12615718,2019-10-10,2020-09-19,345,
SRR12615719,2019-10-10,2020-09-19,345,
SRR12615721,2019-10-10,2020-09-19,345,
SRR12615724,2019-10-10,2020-09-19,345,
SRR12615729,2019-10-10,2020-09-19,345,
SRR12615730,2019-10-10,2020-09-19,345,
SRR12615731,2019-10-10,2020-09-19,345,
SRR12615732,2019-10-10,2020-09-19,345,
SRR12615733,2019-10-10,2020-09-19,345,
SRR12618577,2015-01-01,2020-09-10,2079,Poland
SRR1273429,2013-11-01,2014-05-16,196,
SRR1273794,2013-11-01,2014-05-16,196,
SRR1273813,2013-11-01,2014-05-16,196,
SRR1274980,2013-11-01,2014-05-16,196,
SRR13318033,2019-05-01,2023-01-02,1342,China
SRR13318034,2019-05-01,2023-01-02,1342,China
SRR13318039,2019-05-01,2023-01-02,1342,China
SRR13318040,2019-05-01,2023-01-02,1342,China
SRR13587523,2015-08-05,2022-12-17,2691,China
SRR13587527,2013-08-05,2022-12-17,3421,China
SRR13587539,2012-08-05,2022-12-17,3786,China
SRR13587541,2012-08-05,2022-12-17,3786,China
SRR13587543,2012-08-05,2022-12-17,3786,China
SRR13587556,2015-08-05,2022-12-17,2691,China
SRR13587564,2015-08-05,2022-12-17,2691,China
SRR13587570,2015-08-05,2022-12-17,2691,China
SRR13587575,2015-08-05,2022-12-17,2691,China
SRR13587576,2015-08-05,2022-12-17,2691,China
SRR13587581,2015-08-05,2022-12-17,2691,China
SRR13587584,2015-08-05,2022-12-17,2691,China
SRR13587585,2015-08-05,2022-12-17,2691,China
SRR13587591,2015-08-05,2022-12-17,2691,China
SRR13587593,2015-08-05,2022-12-17,2691,China
SRR13587594,2015-08-05,2022-12-17,2691,China
SRR13587596,2015-08-05,2022-12-17,2691,China
SRR13587597,2015-08-05,2022-12-17,2691,China
SRR13587601,2012-08-05,2022-12-17,3786,China
SRR13587602,2015-08-05,2022-12-17,2691,China
SRR13587609,2015-08-05,2022-12-17,2691,China
SRR13587610,2015-08-05,2022-12-17,2691,China
SRR13587613,2015-08-05,2022-12-17,2691,China
SRR13587618,2015-08-05,2022-12-17,2691,China
SRR13587620,2015-08-05,2022-12-17,2691,China
SRR13587621,2015-08-05,2022-12-17,2691,China
SRR13587623,2012-08-05,2022-12-17,3786,China
SRR13587624,2015-08-05,2022-12-17,2691,China
SRR13587628,2015-08-05,2022-12-17,2691,China
SRR13587629,2015-08-05,2022-12-17,2691,China
SRR13587633,2015-08-05,2022-12-17,2691,China
SRR13587634,2012-08-05,2022-12-17,3786,China
SRR13587636,2015-08-05,2022-12-17,2691,China
SRR13587640,2015-08-05,2022-12-17,2691,China
SRR13587643,2015-08-05,2022-12-17,2691,China
SRR13587645,2012-08-05,2022-12-17,3786,China
SRR13587646,2015-08-05,2022-12-17,2691,China
SRR13587647,2015-08-05,2022-12-17,2691,China
SRR13587648,2015-08-05,2022-12-17,2691,China
SRR13587651,2015-08-05,2022-12-17,2691,China
SRR13587653,2015-08-05,2022-12-17,2691,China
SRR13587654,2015-08-05,2022-12-17,2691,China
SRR13587655,2015-08-05,2022-12-17,2691,China
SRR13587657,2015-08-05,2022-12-17,2691,China
SRR13587665,2015-08-05,2022-12-17,2691,China
SRR13587667,2012-08-05,2022-12-17,3786,China
SRR13587671,2013-08-05,2022-12-17,3421,China
SRR13587676,2012-08-05,2022-12-17,3786,China
SRR13587685,2013-08-05,2022-12-17,3421,China
SRR13587687,2011-08-05,2022-12-17,4152,China
SRR13587688,2013-08-05,2022-12-17,3421,China
SRR13587690,2013-08-05,2022-12-17,3421,China
SRR13587692,2013-08-05,2022-12-17,3421,China
SRR13587694,2013-08-05,2022-12-17,3421,China
SRR13587698,2011-08-05,2022-12-17,4152,China
SRR13587709,2015-08-05,2022-12-17,2691,China
SRR13587710,2015-08-05,2022-12-17,2691,China
SRR13587713,2015-08-05,2022-12-17,2691,China
SRR13587715,2015-08-05,2022-12-17,2691,China
SRR13587717,2012-08-05,2022-12-17,3786,China
SRR13587721,2015-08-05,2022-12-17,2691,China
SRR13587724,2015-08-05,2022-12-17,2691,China
SRR13587725,2015-08-05,2022-12-17,2691,China
SRR13587729,2015-08-05,2022-12-17,2691,China
SRR13587731,2015-08-05,2022-12-17,2691,China
SRR13587732,2015-08-05,2022-12-17,2691,China
SRR13587734,2015-08-05,2022-12-17,2691,China
SRR13587739,2012-08-05,2022-12-17,3786,China
SRR13587740,2015-08-05,2022-12-17,2691,China
SRR13587741,2013-08-05,2022-12-17,3421,China
SRR13587742,2013-08-05,2022-12-17,3421,China
SRR13587747,2013-08-05,2022-12-17,3421,China
SRR13587750,2013-08-05,2022-12-17,3421,China
SRR13587759,2013-08-05,2022-12-17,3421,China
SRR13587764,2013-08-05,2022-12-17,3421,China
SRR13587767,2011-08-05,2022-12-17,4152,China
SRR13587769,2013-08-05,2022-12-17,3421,China
SRR13587772,2013-08-05,2022-12-17,3421,China
SRR13587774,2013-08-05,2022-12-17,3421,China
SRR13587775,2013-08-05,2022-12-17,3421,China
SRR13587779,2011-08-05,2022-12-17,4152,China
SRR13587781,2013-08-05,2022-12-17,3421,China
SRR13587788,2013-08-05,2022-12-17,3421,China
SRR13587791,2013-08-05,2022-12-17,3421,China
SRR13587793,2013-08-05,2022-12-17,3421,China
SRR13587797,2013-08-05,2022-12-17,3421,China
SRR13587809,2013-08-05,2022-12-17,3421,China
SRR13587810,2013-08-05,2022-12-17,3421,China
SRR13587813,2013-08-05,2022-12-17,3421,China
SRR13587815,2013-08-05,2022-12-17,3421,China
SRR13587823,2015-08-05,2022-12-17,2691,China
SRR13587827,2015-08-05,2022-12-17,2691,China
SRR13587829,2015-08-05,2022-12-17,2691,China
SRR13587831,2015-08-05,2022-12-17,2691,China
SRR13587833,2012-08-05,2022-12-17,3786,China
SRR13587836,2015-08-05,2022-12-17,2691,China
SRR13587837,2015-08-05,2022-12-17,2691,China
SRR13587839,2015-08-05,2022-12-17,2691,China
SRR13587840,2015-08-05,2022-12-17,2691,China
SRR13587842,2015-08-05,2022-12-17,2691,China
SRR13587847,2015-08-05,2022-12-17,2691,China
SRR13587854,2015-08-05,2022-12-17,2691,China
SRR13587855,2012-08-05,2022-12-17,3786,China
SRR13587856,2015-08-05,2022-12-17,2691,China
SRR13587857,2013-08-05,2022-12-17,3421,China
SRR13587858,2015-08-05,2022-12-17,2691,China
SRR13587864,2015-08-05,2022-12-17,2691,China
SRR13587865,2015-08-05,2022-12-17,2691,China
SRR13587866,2015-08-05,2022-12-17,2691,China
SRR13587867,2012-08-05,2022-12-17,3786,China
SRR13587872,2015-08-05,2022-12-17,2691,China
SRR13587873,2015-08-05,2022-12-17,2691,China
SRR13587876,2015-08-05,2022-12-17,2691,China
SRR13587877,2015-08-05,2022-12-17,2691,China
SRR13587883,2015-08-05,2022-12-17,2691,China
SRR13587885,2015-08-05,2022-12-17,2691,China
SRR13587886,2015-08-05,2022-12-17,2691,China
SRR13976628,2020-10-22,2021-05-01,191,Germany
SRR13976630,2020-10-22,2021-05-01,191,Germany
SRR13976631,2020-10-23,2021-05-01,190,Germany
SRR13976634,2020-10-23,2021-05-01,190,Germany
SRR13976639,2020-10-23,2021-05-01,190,Germany
SRR13976644,2020-10-22,2021-05-01,191,Germany
SRR13976646,2020-10-23,2021-05-01,190,Germany
SRR13976648,2020-10-23,2021-05-01,190,Germany
SRR13976653,2020-10-23,2021-05-01,190,Germany
SRR13976658,2020-10-23,2021-05-01,190,Germany
SRR13976663,2020-10-22,2021-05-01,191,Germany
SRR13976666,2020-10-22,2021-05-01,191,Germany
SRR14902701,2009-02-14,2021-09-16,4597,Spain
SRR14902705,2010-11-23,2021-09-16,3950,Spain
SRR14902706,2010-10-24,2021-09-16,3980,Spain
SRR14902709,2010-09-21,2021-09-16,4013,Spain
SRR15400830,2019-08-08,2021-08-25,748,China
SRR15412759,2018-09-03,2021-08-25,1087,Ireland
SRR15412760,2018-09-03,2021-08-25,1087,Ireland
SRR1544076,1996-07-01,2015-06-05,6913,USA
SRR1548196,1990-12-14,2015-06-05,8939,USA
SRR1548198,1990-12-21,2015-06-05,8932,USA
SRR1548199,1990-12-31,2015-06-05,8922,USA
SRR1554083,1992-04-01,2015-06-05,8465,USA
SRR1554088,1992-08-25,2015-06-05,8319,USA
